ath_gene	osa_gene
AT1G25360	Os07g0588100
AT1G04210	Os03g0744300
AT1G71780	Os01g0715800
AT4G25650	Os03g0805700
AT1G04020	Os04g0512400
AT1G08840	Os04g0588200
AT5G60990	Os03g0669000
AT1G21790	Os01g0869600
AT4G39400	Os01g0718300
AT4G10250	Os04g0445100
AT4G13830	Os01g0101700
AT4G28730	Os08g0565800
AT3G07525	Os04g0497350
AT5G51430	Os06g0669600
AT3G07590	Os02g0586500
AT2G37570	Os01g0151100
AT2G28250	Os02g0110600
AT1G71500	Os11g0242400
AT3G55120	Os03g0819600
AT1G14150	Os02g0578400
AT5G48545	Os12g0233300
AT1G73390	Os04g0527400
AT1G15730	Os02g0800000
AT5G43680	Os11g0550900
AT1G01290	Os04g0460500
AT5G67550	Os11g0264500
AT1G01225	Os08g0546900
AT2G01900	Os03g0238300
AT5G63320	Os02g0601800
AT5G39410	Os07g0597100
AT5G45890	Os04g0206300
AT1G64140	Os01g0621900
AT3G52380	Os07g0158300
AT4G01935	Os01g0252600
AT1G78630	Os01g0749200
AT5G02190	Os01g0844500
AT5G23590	Os03g0136800
AT5G12470	Os05g0388600
AT1G32410	Os02g0803400
AT5G25770	Os06g0163200
AT1G27290	Os09g0507400
AT2G22370	Os02g0193900
AT3G52610	Os01g0861900
AT4G31330	Os08g0521000
AT2G20360	Os02g0816800
AT2G27900	Os10g0546300
AT2G04240	Os08g0492500
AT5G43310	Os03g0861100
AT5G04480	Os10g0546200
AT4G08230	Os03g0263700
AT2G03150	Os06g0562700
AT5G65200	Os06g0238200
AT5G10460	Os08g0542600
AT5G67370	Os03g0439700
AT4G38470	Os09g0544300
AT1G17110	Os02g0244300
AT1G04945	Os01g0962500
AT1G03760	Os01g0928300
AT2G27920	Os03g0393700
AT2G35760	Os03g0196400
AT1G52320	Os01g0500500
AT5G02640	Os05g0120300
AT1G25375	Os01g0133500
AT3G03560	Os03g0707300
AT2G48060	Os01g0388500
AT5G65220	Os02g0754300
AT1G64690	Os10g0562600
AT1G72990	Os05g0539400
AT5G64510	Os01g0767600
AT1G10310	Os02g0557700
AT3G27550	Os05g0145300
AT4G19390	Os06g0710300
AT5G60040	Os04g0492300
AT5G55950	Os02g0724500
AT1G25280	Os05g0437900
AT3G01370	Os04g0464800
AT3G51030	Os07g0186000
AT3G17609	Os01g0174000
AT1G27750	Os01g0765300
AT3G08980	Os04g0165600
AT1G34340	Os01g0871100
AT2G41530	Os01g0939700
AT5G44520	Os03g0781400
AT3G58560	Os03g0166800
AT1G76780	Os12g0165200
AT5G04930	Os01g0277600
AT5G38720	Os02g0728700
AT4G04350	Os01g0120300
AT2G45340	Os06g0134700
AT1G78980	Os09g0559900
AT3G03305	Os01g0894000
AT1G07010	Os10g0394100
AT1G29195	Os01g0758500
AT1G33980	Os04g0440100
AT1G07220	Os05g0149500
AT1G29120	Os06g0154400
AT3G10400	Os09g0549500
AT1G18060	Os01g0120500
AT5G66360	Os07g0509600
AT2G32970	Os02g0771800
AT5G50810	Os08g0535600
AT5G22120	Os01g0965600
AT2G30100	Os05g0353300
AT1G44760	Os05g0428400
AT3G54340	Os06g0712700
AT1G62180	Os07g0509800
AT3G03341	Os01g0644200
AT4G38090	Os08g0478100
AT1G11530	Os04g0629500
AT2G37300	Os03g0283400
AT1G21200	Os12g0163500
AT1G33430	Os05g0427200
AT2G33550	Os02g0516800
AT3G04130	Os02g0601600
AT1G06720	Os03g0333100
AT1G78430	Os01g0757600
AT3G53630	Os03g0279600
AT3G05810	Os01g0299400
AT5G22100	Os03g0833700
AT5G08180	Os06g0274200
AT3G26360	Os03g0694700
AT2G30120	Os03g0818000
AT2G45730	Os04g0112300
AT5G50290	Os05g0409100
AT4G35540	Os08g0532500
AT1G22630	Os05g0105800
AT1G61770	Os12g0258200
AT4G30510	Os02g0791800
AT4G14540	Os07g0606600
AT3G62120	Os12g0443700
AT1G50575	Os03g0587100
AT1G18450	Os08g0137200
AT1G05370	Os03g0219100
AT3G11340	Os11g0444000
AT3G10420	Os07g0187400
AT1G19800	Os04g0553000
AT1G10930	Os04g0433800
AT3G61350	Os02g0114600
AT1G19025	Os01g0881400
AT2G26040	Os06g0562200
AT4G12750	Os07g0619600
AT4G25450	Os07g0464600
AT2G07170	Os09g0560000
AT2G32640	Os08g0422000
AT3G22950	Os11g0586900
AT5G38290	Os01g0132800
AT3G45620	Os03g0286800
AT1G77590	Os12g0168700
AT3G16730	Os07g0517300
AT5G19485	Os06g0338900
AT1G26220	Os08g0102000
AT2G03120	Os02g0117400
AT5G52200	Os05g0301600
AT5G47510	Os07g0456500
AT2G34930	Os12g0273900
AT3G01780	Os02g0793100
AT1G27700	Os10g0343100
AT3G59280	Os10g0479600
AT1G51100	Os01g0676200
AT4G39870	Os06g0221100
AT4G36910	Os08g0313200
AT5G26570	Os12g0297500
AT5G27390	Os05g0401300
AT3G18310	Os03g0240400
AT1G30270	Os07g0150700
AT5G62950	Os12g0488800
AT3G23350	Os08g0567100
AT3G27520	Os02g0595300
AT5G52010	Os06g0166200
AT5G65250	Os08g0484800
AT5G52220	Os09g0299300
AT4G17430	Os10g0561200
AT3G07360	Os02g0488600
AT5G35630	Os04g0659100
AT1G65320	Os01g0920000
AT5G10020	Os07g0626500
AT1G18600	Os01g0763100
AT4G04320	Os09g0394100
AT1G75580	Os02g0445600
AT3G12490	Os01g0270100
AT5G59350	Os11g0703600
AT4G29540	Os01g0722100
AT5G01305	Os01g0831000
AT3G21360	Os01g0190000
AT5G25610	Os01g0733500
AT2G26990	Os01g0279200
AT5G67500	Os03g0202200
AT3G18680	Os01g0965400
AT2G01950	Os10g0114400
AT4G39620	Os02g0750400
AT3G52770	Os04g0411200
AT2G36660	Os03g0278500
AT2G46980	Os10g0405500
AT4G23760	Os01g0224300
AT4G02980	Os12g0529400
AT2G22870	Os03g0232500
AT5G48150	Os07g0583600
AT3G13960	Os02g0776900
AT5G03450	Os10g0545600
AT2G04842	Os02g0538000
AT1G43722	Os11g0202600
AT3G05480	Os03g0345100
AT5G43750	Os01g0929100
AT4G14970	Os07g0154400
AT1G55915	Os06g0191200
AT5G27460	Os02g0796400
AT1G77140	Os02g0437800
AT2G19830	Os09g0267600
AT5G43810	Os06g0597400
AT4G31830	Os09g0127700
AT2G20860	Os04g0455800
AT3G18580	Os01g0642900
AT4G39520	Os07g0627800
AT2G11520	Os09g0123300
AT5G26820	Os12g0562100
AT5G41760	Os06g0523400
AT3G57910	Os08g0509500
AT5G50930	Os04g0397700
AT5G25510	Os05g0555100
AT5G44650	Os01g0798500
AT5G16120	Os10g0135600
AT3G11950	Os02g0605500
AT5G58450	Os05g0345400
AT5G45390	Os10g0580800
AT3G17040	Os03g0308800
AT3G52880	Os09g0567300
AT5G65685	Os02g0807100
AT1G75680	Os09g0533900
AT5G14530	Os05g0543300
AT1G13180	Os02g0596900
AT3G17170	Os12g0563200
AT1G73020	Os01g0706700
AT1G30130	Os07g0153300
AT5G58060	Os01g0964000
AT5G63800	Os05g0428100
AT3G44020	Os01g0930000
AT5G47380	Os10g0559800
AT3G12360	Os03g0281000
AT1G73805	Os01g0134700
AT4G04850	Os12g0617800
AT3G10370	Os04g0224900
AT5G67620	Os03g0200200
AT5G63090	Os01g0169400
AT5G43290	Os01g0972800
AT1G20110	Os06g0724100
AT3G13120	Os03g0196800
AT2G31890	Os03g0425000
AT4G19890	Os11g0607100
AT3G23820	Os08g0526100
AT1G27310	Os08g0532300
AT3G07490	Os12g0228800
AT3G01060	Os05g0512200
AT2G26230	Os01g0865100
AT5G58600	Os03g0290900
AT5G03870	Os04g0412800
AT1G50020	Os11g0549900
AT4G30610	Os02g0794500
AT3G59490	Os09g0515300
AT3G15430	Os07g0459400
AT3G58050	Os10g0105400
AT2G20140	Os03g0298400
AT4G26750	Os06g0308800
AT3G23940	Os08g0559600
AT2G24830	Os02g0793000
AT4G01790	Os07g0636400
AT4G28840	Os05g0559316
AT4G14965	Os03g0205500
AT1G04390	Os06g0674800
AT4G26810	Os09g0133000
AT1G69340	Os10g0444400
AT2G43030	Os02g0137200
AT5G19010	Os11g0271100
AT3G27060	Os06g0257450
AT1G76420	Os08g0511200
AT5G10560	Os04g0530700
AT4G36830	Os12g0635700
AT3G17626	Os03g0828100
AT2G35130	Os02g0170000
AT4G27790	Os04g0681500
AT5G19220	Os03g0735000
AT5G05080	Os06g0660700
AT3G61800	Os02g0293800
AT2G36000	Os03g0360600
AT5G26667	Os02g0778400
AT5G13950	Os07g0461600
AT4G13330	Os04g0510700
AT1G79740	Os01g0222700
AT5G26940	Os04g0623400
AT4G27250	Os06g0683100
AT2G40700	Os05g0110500
AT2G20690	Os12g0541000
AT1G34160	Os12g0270200
AT3G48160	Os02g0739700
AT4G25780	Os02g0786900
AT1G06680	Os07g0141400
AT4G03260	Os07g0106100
AT3G48900	Os08g0101600
AT1G76400	Os05g0301500
AT3G12280	Os08g0538700
AT5G64410	Os01g0630200
AT2G27730	Os08g0559000
AT2G41430	Os03g0353400
AT1G65470	Os01g0896300
AT3G63490	Os05g0388500
AT3G49640	Os04g0531300
AT1G50000	Os03g0729700
AT4G16535	Os10g0507500
AT3G58460	Os03g0651100
AT2G15290	Os02g0187600
AT2G01730	Os09g0397900
AT1G31240	Os02g0699900
AT5G11960	Os01g0708300
AT2G13560	Os07g0496200
AT4G18490	Os01g0755100
AT3G54900	Os03g0851200
AT3G59140	Os06g0158900
AT1G30080	Os06g0531000
AT4G04670	Os07g0515000
AT3G18290	Os01g0689451
AT4G39370	Os04g0429200
AT5G48120	Os07g0177100
AT1G71865	Os01g0871350
AT5G02540	Os01g0151700
AT2G20490	Os02g0618250
AT4G12680	Os06g0300500
AT1G10700	Os01g0723600
AT4G21720	Os04g0680300
AT5G23140	Os04g0525600
AT3G51240	Os04g0662600
AT3G11920	Os10g0482900
AT5G16150	Os01g0133400
AT1G10580	Os03g0397500
AT5G26710	Os10g0369000
AT5G64380	Os06g0664200
AT5G13840	Os01g0972900
AT1G11430	Os08g0139100
AT1G42990	Os06g0622700
AT4G04025	Os04g0447900
AT5G26850	Os03g0308200
AT1G04560	Os07g0422100
AT4G08170	Os03g0726200
AT1G05060	Os06g0239700
AT1G05450	Os07g0175500
AT1G78530	Os01g0247500
AT1G18370	Os01g0513900
AT2G33450	Os05g0101400
AT5G59710	Os02g0782200
AT2G04030	Os08g0487800
AT5G01210	Os01g0854000
AT4G35440	Os01g0704700
AT4G30410	Os02g0178700
AT5G01020	Os11g0121400
AT1G24300	Os01g0924600
AT4G21700	Os01g0678000
AT3G11900	Os03g0817200
AT3G32940	Os08g0100700
AT5G17640	Os08g0163500
AT2G22650	Os06g0181400
AT1G73050	Os06g0656000
AT2G42220	Os09g0279400
AT1G67080	Os01g0128300
AT3G63140	Os07g0212200
AT3G16840	Os04g0510400
AT4G28950	Os05g0513800
AT3G16175	Os01g0229500
AT3G20230	Os02g0689700
AT3G23710	Os07g0290800
AT3G19260	Os03g0264000
AT1G18550	Os01g0605500
AT1G45207	Os02g0767000
AT1G13030	Os12g0288600
AT1G65820	Os03g0709000
AT3G07860	Os04g0663500
AT4G21580	Os02g0805600
AT1G68540	Os01g0127500
AT4G19460	Os01g0653200
AT5G48960	Os01g0250900
AT3G14240	Os08g0452100
AT1G66510	Os04g0132300
AT2G37090	Os05g0123100
AT5G11150	Os06g0174400
AT4G01200	Os01g0659800
AT5G50310	Os04g0483600
AT1G05620	Os03g0425200
AT5G04290	Os05g0506200
AT4G25550	Os04g0683100
AT2G33620	Os08g0512400
AT1G15950	Os08g0441500
AT3G21690	Os03g0571900
AT5G61140	Os03g0213400
AT1G27480	Os03g0730000
AT1G71870	Os03g0839200
AT1G12250	Os02g0643500
AT2G22420	Os09g0471100
AT4G02630	Os05g0436100
AT5G57110	Os04g0605500
AT1G77490	Os02g0553200
AT2G23540	Os07g0668300
AT4G04940	Os06g0644600
AT5G64260	Os06g0219900
AT2G28315	Os02g0628200
AT3G21070	Os01g0957000
AT5G66860	Os03g0612600
AT1G76450	Os08g0512500
AT3G03210	Os10g0539400
AT5G13160	Os02g0513000
AT3G19610	Os07g0588300
AT5G27660	Os11g0246600
AT3G03890	Os07g0573800
AT2G15580	Os02g0798200
AT4G32760	Os06g0332400
AT1G76060	Os03g0136600
AT1G71695	Os01g0962700
AT1G80010	Os03g0843700
AT4G30770	Os11g0195700
AT5G41270	Os01g0541600
AT1G31335	Os03g0780200
AT5G19790	Os07g0204000
AT2G40290	Os03g0296400
AT3G05680	Os03g0554900
AT2G34700	Os05g0531400
AT5G03650	Os02g0528200
AT1G19300	Os03g0678800
AT1G57540	Os01g0250600
AT4G37030	Os04g0449500
AT1G12790	Os05g0588200
AT5G06210	Os04g0414300
AT3G01420	Os12g0448900
AT5G44450	Os03g0780900
AT2G43180	Os04g0504600
AT5G12300	Os01g0953500
AT3G12590	Os01g0974300
AT3G29240	Os10g0330400
AT5G05130	Os07g0642400
AT4G24460	Os12g0511300
AT3G07140	Os11g0479232
AT1G77405	Os03g0736200
AT3G66658	Os07g0688800
AT2G34580	Os02g0244000
AT5G04810	Os04g0684500
AT1G01930	Os04g0574600
AT5G04750	Os08g0558900
AT1G05600	Os01g0913800
AT4G06536	Os02g0614700
AT4G02680	Os07g0178100
AT2G27550	Os11g0152500
AT2G36960	Os03g0241100
AT2G38270	Os12g0175500
AT4G28600	Os10g0471400
AT5G13420	Os01g0926300
AT1G69370	Os01g0764400
AT4G32915	Os03g0651000
AT5G62550	Os06g0589500
AT5G56750	Os02g0224800
AT4G35800	Os05g0151000
AT1G72280	Os03g0733800
AT1G15060	Os01g0692600
AT1G14560	Os01g0708900
AT2G26590	Os05g0594800
AT3G57610	Os03g0699300
AT2G14835	Os10g0346200
AT3G14760	Os02g0321600
AT1G55270	Os10g0409900
AT4G29940	Os02g0147800
AT3G01920	Os08g0531300
AT1G75980	Os02g0120400
AT1G27980	Os01g0100900
AT1G12110	Os08g0155400
AT5G39830	Os04g0459900
AT1G65440	Os05g0494900
AT5G57250	Os01g0263400
AT4G26530	Os06g0608700
AT5G37360	Os02g0815400
AT1G50120	Os06g0618600
AT3G01160	Os07g0531700
AT1G49880	Os03g0206300
AT1G22750	Os06g0581300
AT4G18040	Os01g0970400
AT2G45650	Os02g0682200
AT1G08370	Os12g0156400
AT5G56290	Os08g0500100
AT5G55500	Os08g0503800
AT3G04240	Os02g0489550
AT3G55390	Os12g0568700
AT1G79770	Os02g0229900
AT3G12345	Os06g0484500
AT2G35030	Os11g0433101
AT3G54650	Os12g0601000
AT1G03030	Os12g0601200
AT3G27160	Os02g0189000
AT1G08550	Os04g0379700
AT5G54890	Os08g0188000
AT4G37080	Os09g0463300
AT5G63970	Os01g0960500
AT5G13400	Os01g0103100
AT5G20570	Os01g0106800
AT5G16890	Os01g0811400
AT3G33520	Os01g0269900
AT3G11400	Os02g0788400
AT3G13682	Os08g0143400
AT5G63190	Os08g0120500
AT1G68300	Os01g0511100
AT5G58160	Os02g0794900
AT3G23640	Os07g0420700
AT1G05950	Os09g0514500
AT3G06920	Os07g0249100
AT4G29670	Os05g0200100
AT3G29760	Os07g0109300
AT5G17710	Os02g0612000
AT5G54660	Os05g0500500
AT5G64330	Os02g0568200
AT1G11480	Os07g0546100
AT3G13677	Os03g0581650
AT2G41680	Os07g0657900
AT4G20930	Os06g0677400
AT5G20350	Os06g0644500
AT5G03900	Os02g0533000
AT5G51810	Os03g0856700
AT1G09320	Os05g0132400
AT1G55265	Os03g0692700
AT5G08415	Os05g0511500
AT4G18905	Os01g0924300
AT4G28450	Os01g0238900
AT4G19100	Os06g0319800
AT5G51750	Os04g0573300
AT5G09250	Os02g0553600
AT1G48310	Os07g0636200
AT1G09300	Os12g0563500
AT4G34412	Os01g0142200
AT5G13650	Os02g0285800
AT3G15680	Os02g0203700
AT5G09790	Os01g0965500
AT1G71950	Os05g0432700
AT5G51290	Os02g0656200
AT3G13000	Os06g0704100
AT1G60770	Os04g0320200
AT1G56560	Os01g0332100
AT5G63640	Os08g0109000
AT2G37440	Os05g0114100
AT1G78580	Os05g0518600
AT3G13890	Os01g0709000
AT4G29820	Os08g0398800
AT5G35750	Os10g0362300
AT4G21530	Os02g0785900
AT5G38630	Os08g0384000
AT5G16020	Os01g0605400
AT1G11930	Os05g0150000
AT5G15130	Os06g0146250
AT3G17668	Os04g0589200
AT1G73960	Os09g0410125
AT5G58920	Os01g0362000
AT1G78700	Os01g0203000
AT5G25830	Os01g0745700
AT3G44960	Os10g0457400
AT5G16210	Os01g0514300
AT1G79380	Os08g0135400
AT2G07360	Os03g0265700
AT5G63440	Os07g0295200
AT4G09020	Os09g0469400
AT3G03100	Os10g0579300
AT5G49690	Os01g0865400
AT2G45870	Os03g0106000
AT4G25340	Os04g0446500
AT4G20310	Os01g0654200
AT2G02170	Os02g0116800
AT5G13450	Os06g0646500
AT3G03960	Os03g0804800
AT1G08500	Os01g0281600
AT2G26280	Os06g0199200
AT4G08455	Os07g0258700
AT1G54310	Os02g0173700
AT1G03180	Os05g0251400
AT3G26990	Os01g0925000
AT5G11460	Os01g0593200
AT5G06120	Os03g0616700
AT1G22700	Os10g0460900
AT3G54870	Os03g0152900
AT3G16060	Os01g0625200
AT3G58100	Os06g0537700
AT2G45600	Os08g0547800
AT1G08780	Os03g0628900
AT4G37130	Os09g0453500
AT1G71840	Os03g0685600
AT5G22390	Os12g0155100
AT2G43080	Os04g0346000
AT1G15420	Os01g0649000
AT2G45620	Os10g0188300
AT3G29385	Os03g0213300
AT2G30390	Os05g0361200
AT4G14465	Os02g0820800
AT1G69500	Os03g0168600
AT4G14850	Os11g0583200
AT5G56580	Os01g0510100
AT3G02360	Os06g0111500
AT3G53720	Os05g0113300
AT4G25730	Os05g0567400
AT3G59990	Os12g0628500
AT1G53520	Os02g0320300
AT5G59440	Os07g0639900
AT3G49055	Os08g0559800
AT1G05840	Os02g0473200
AT4G09890	Os06g0686600
AT1G48930	Os04g0674800
AT1G69780	Os10g0404900
AT4G28650	Os02g0111800
AT1G08520	Os03g0811100
AT1G28360	Os05g0497200
AT4G35850	Os05g0145600
AT2G02040	Os03g0719900
AT5G54855	Os02g0317800
AT1G11680	Os11g0525200
AT2G41480	Os01g0172600
AT5G48660	Os03g0848400
AT3G48420	Os03g0565200
AT1G76920	Os04g0686700
AT1G34420	Os12g0182300
AT3G62390	Os03g0307700
AT2G19880	Os01g0906000
AT4G31880	Os04g0501600
AT5G60590	Os03g0201600
AT3G60300	Os11g0565400
AT3G06950	Os05g0279300
AT5G16460	Os12g0148700
AT1G74240	Os03g0213800
AT1G09570	Os03g0719800
AT4G11790	Os03g0667700
AT5G16715	Os07g0163500
AT5G14700	Os01g0639200
AT3G51270	Os01g0888700
AT5G47740	Os06g0291500
AT3G43240	Os08g0451400
AT1G02010	Os06g0135900
AT2G42110	Os03g0128300
AT2G06520	Os07g0673550
AT1G78810	Os06g0153600
AT5G07440	Os04g0543900
AT1G79260	Os01g0679600
AT2G39725	Os08g0278600
AT5G28770	Os03g0796900
AT2G05810	Os09g0135800
AT5G13870	Os11g0539200
AT4G02930	Os03g0851100
AT1G33810	Os08g0112600
AT4G38213	Os08g0512100
AT5G51720	Os07g0467200
AT1G75630	Os05g0106100
AT5G14580	Os02g0617700
AT3G13050	Os03g0638200
AT2G37970	Os01g0850900
AT4G34360	Os11g0557700
AT3G07990	Os01g0833500
AT5G02570	Os01g0839500
AT5G20320	Os04g0509300
AT1G18730	Os02g0744000
AT2G21280	Os02g0834700
AT1G67180	Os08g0414200
AT2G03390	Os08g0172200
AT1G64230	Os02g0261100
AT4G29850	Os02g0176400
AT3G02280	Os01g0733600
AT5G20300	Os12g0197400
AT3G19910	Os09g0535100
AT3G63170	Os07g0571600
AT1G55760	Os08g0495500
AT5G61990	Os07g0300200
AT5G48020	Os02g0717500
AT2G32320	Os05g0535500
AT3G59040	Os08g0191900
AT5G51700	Os02g0535400
AT4G19150	Os10g0580700
AT1G68570	Os06g0264500
AT1G52155	Os11g0466300
AT1G71696	Os06g0144600
AT5G01960	Os05g0316000
AT1G33290	Os12g0209000
AT1G28280	Os01g0747800
AT5G58950	Os01g0201200
AT5G37590	Os04g0278200
AT1G18340	Os02g0125800
AT5G17670	Os02g0129900
AT5G23040	Os09g0380200
AT3G61440	Os04g0165700
AT2G45060	Os02g0104800
AT2G38760	Os05g0382900
AT1G44835	Os02g0767700
AT5G14720	Os06g0486400
AT4G04190	Os04g0410300
AT1G01630	Os03g0850700
AT1G27530	Os10g0205200
AT5G20850	Os11g0615800
AT1G08060	Os06g0102800
AT5G65110	Os11g0605500
AT5G13520	Os03g0819100
AT5G64830	Os04g0640800
AT4G00755	Os03g0116800
AT3G27730	Os02g0617500
AT2G43760	Os02g0140300
AT3G51130	Os06g0714000
AT4G26980	Os06g0679700
AT2G27450	Os02g0533900
AT5G10150	Os03g0192300
AT2G15980	Os12g0407900
AT2G04270	Os08g0323600
AT1G13270	Os04g0610500
AT5G45120	Os05g0511050
AT5G17570	Os04g0577500
AT4G32180	Os09g0533100
AT2G44660	Os02g0688500
AT2G34980	Os02g0622200
AT5G02820	Os03g0284800
AT1G69450	Os12g0582800
AT1G68090	Os09g0394900
AT3G15290	Os01g0796400
AT3G09085	Os03g0265800
AT5G37690	Os02g0732800
AT4G22790	Os03g0858800
AT1G19440	Os05g0568000
AT3G20070	Os06g0245600
AT1G70620	Os04g0661700
AT1G34370	Os01g0871200
AT5G35680	Os02g0300700
AT2G24765	Os08g0248900
AT1G64040	Os06g0164100
AT2G23940	Os02g0666800
AT4G31770	Os03g0725300
AT3G60850	Os03g0247100
AT1G65540	Os04g0496800
AT5G14310	Os01g0902300
AT5G02090	Os05g0456900
AT2G16950	Os04g0691500
AT1G69060	Os03g0752700
AT1G16720	Os06g0704700
AT3G10840	Os12g0118400
AT2G01060	Os09g0299200
AT3G27340	Os02g0197800
AT3G16520	Os01g0697100
AT5G60690	Os10g0480200
AT5G13780	Os04g0635800
AT3G22450	Os10g0484400
AT3G18630	Os04g0673400
AT2G17990	Os06g0715400
AT1G09800	Os12g0194800
AT4G38440	Os06g0574400
AT3G48550	Os04g0386300
AT3G01340	Os02g0135800
AT5G13500	Os05g0386000
AT1G74030	Os09g0375000
AT1G17200	Os04g0281900
AT5G60070	Os03g0281100
AT2G32850	Os02g0591900
AT5G14680	Os02g0707900
AT1G08450	Os05g0507300
AT1G04120	Os03g0142800
AT3G06730	Os08g0378900
AT5G11390	Os01g0235350
AT4G14300	Os10g0470900
AT1G32740	Os10g0565500
AT1G69600	Os08g0438400
AT2G45520	Os06g0129800
AT1G78930	Os09g0560100
AT4G02750	Os09g0327200
AT2G44020	Os02g0783100
AT1G11580	Os01g0788400
AT1G56050	Os03g0781000
AT1G68940	Os06g0275700
AT5G62600	Os10g0477800
AT4G23030	Os02g0676400
AT2G23820	Os02g0179100
AT1G18950	Os03g0802800
AT2G47790	Os12g0294100
AT4G37270	Os06g0690700
AT2G27600	Os02g0159900
AT1G24440	Os07g0275300
AT1G08620	Os05g0196500
AT3G12040	Os02g0774500
AT3G10920	Os05g0323900
AT1G08600	Os10g0457700
AT5G43430	Os04g0182800
AT4G31410	Os02g0150900
AT2G23090	Os07g0114300
AT2G13100	Os06g0179900
AT3G20860	Os02g0590800
AT3G46980	Os01g0852200
AT3G29130	Os03g0640400
AT5G05240	Os02g0132200
AT5G54390	Os02g0805500
AT3G07230	Os12g0405700
AT1G28490	Os11g0168100
AT5G03730	Os09g0566550
AT3G54500	Os01g0498200
AT2G01620	Os08g0428100
AT1G04960	Os09g0482740
AT4G02290	Os01g0312800
AT5G58730	Os03g0737701
AT1G72070	Os06g0650900
AT2G17040	Os03g0133000
AT2G45500	Os06g0130000
AT5G22050	Os07g0159700
AT2G46290	Os05g0256000
AT1G53600	Os08g0131000
AT2G46225	Os01g0622700
AT1G11720	Os04g0624600
AT1G49380	Os03g0769600
AT1G55080	Os01g0501000
AT5G53130	Os06g0527100
AT3G62660	Os03g0300900
AT5G48390	Os01g0890900
AT1G66330	Os05g0148700
AT2G32090	Os03g0659300
AT1G09850	Os05g0508300
AT3G09510	Os01g0967700
AT3G48500	Os01g0901900
AT5G63540	Os04g0391000
AT3G02070	Os04g0402300
AT1G28690	Os03g0369700
AT1G15780	Os08g0564800
AT1G49410	Os03g0626200
AT4G39840	Os08g0411300
AT2G32800	Os11g0445300
AT5G43630	Os01g0775100
AT3G14080	Os04g0445800
AT5G52110	Os10g0522500
AT5G20820	Os08g0452500
AT5G11560	Os05g0230600
AT4G08280	Os02g0767900
AT4G22200	Os05g0428700
AT5G42765	Os03g0774400
AT3G02690	Os10g0493900
AT2G41720	Os07g0213300
AT3G60800	Os03g0804300
AT5G04430	Os02g0822300
AT5G02850	Os09g0540500
AT1G69420	Os03g0209500
AT3G12955	Os12g0609600
AT5G44730	Os06g0665100
AT2G40980	Os02g0502500
AT1G78310	Os03g0190000
AT5G02710	Os03g0363400
AT5G38530	Os06g0632200
AT1G14000	Os07g0632800
AT1G77230	Os02g0553500
AT1G23740	Os08g0379400
AT1G69400	Os03g0758700
AT1G16810	Os02g0727500
AT4G22010	Os06g0678800
AT3G46630	Os08g0308700
AT4G00585	Os09g0560300
AT2G16920	Os01g0125900
AT1G26110	Os01g0111200
AT3G52740	Os04g0412100
AT1G68850	Os06g0274800
AT1G28140	Os03g0850600
AT3G60820	Os09g0505600
AT1G22930	Os02g0556700
AT1G66740	Os05g0553800
AT1G70650	Os03g0712200
AT5G46180	Os03g0643300
AT1G76730	Os12g0168000
AT5G04980	Os05g0489000
AT5G15270	Os03g0376800
AT3G17590	Os02g0723700
AT5G09315	Os04g0475500
AT1G30240	Os05g0295900
AT2G40430	Os05g0144200
AT3G02875	Os07g0249700
AT2G21070	Os02g0121200
AT5G55060	Os07g0511000
AT5G20090	Os09g0373000
AT2G07690	Os02g0797400
AT5G47830	Os02g0158600
AT4G33250	Os03g0182700
AT4G02720	Os09g0455400
AT2G44050	Os04g0497400
AT5G08080	Os07g0164300
AT2G38130	Os11g0525800
AT5G12190	Os03g0811700
AT5G22000	Os03g0788800
AT3G02065	Os02g0201900
AT2G21860	Os01g0716400
AT4G34140	Os01g0170100
AT1G11290	Os06g0112000
AT1G49770	Os04g0429400
AT1G71340	Os11g0236000
AT5G22890	Os08g0562300
AT2G33730	Os03g0708600
AT1G04150	Os02g0816000
AT4G39160	Os03g0840500
AT4G18230	Os03g0423200
AT2G26140	Os01g0574500
AT4G10110	Os05g0427300
AT4G15140	Os04g0504200
AT2G34630	Os06g0678200
AT5G55600	Os07g0607300
AT2G19260	Os04g0425100
AT1G35660	Os01g0873800
AT2G47010	Os05g0272800
AT2G18290	Os05g0579800
AT3G20490	Os04g0625100
AT1G71730	Os05g0182000
AT4G14570	Os10g0415800
AT5G62650	Os01g0225300
AT2G26070	Os01g0711600
AT3G13560	Os07g0577300
AT4G02580	Os05g0509200
AT2G46580	Os03g0115500
AT5G49555	Os12g0631800
AT1G07110	Os05g0164100
AT4G28500	Os05g0563000
AT5G35930	Os06g0111600
AT3G45900	Os03g0853600
AT1G11750	Os03g0411500
AT2G30890	Os05g0565100
AT2G46700	Os06g0714200
AT5G22020	Os03g0750700
AT3G61540	Os06g0163600
AT4G39920	Os02g0557000
AT2G01650	Os09g0401600
AT3G02860	Os05g0495100
AT1G34580	Os04g0454200
AT1G78600	Os06g0152200
AT4G16490	Os07g0584900
AT3G14890	Os01g0737300
AT1G60800	Os01g0171000
AT1G08480	Os08g0112800
AT5G04920	Os01g0813500
AT5G15390	Os07g0598100
AT3G24190	Os02g0816600
AT5G57860	Os03g0364000
AT1G74960	Os07g0616200
AT4G00590	Os04g0682500
AT3G09850	Os08g0288500
AT2G27930	Os08g0560300
